id,docId,displayName,starRating,helpfulCount,madeIt,created_iso,profileUrl,review_text
47328475,7485747,Maria Pureza Kaye,5,0,0,1707473950687,https://www.allrecipes.com/cook/20637203,<p>Easy and nice for the kids</p>
47106708,7485747,Judy8224,5,2,0,1705883139612,https://www.allrecipes.com/cook/3458045,"<p>Delicious!!! Only had spicy brown mustard, and used 1/2 tsp as we are not huge mustard fans… Definitely a keeper recipe!!!&amp;[Great flavors,A keeper!,Easy to follow]</p>"
46966130,7485747,Lisa Rocha,5,3,0,1704902714918,https://www.allrecipes.com/cook/5993788,<p>OMG...use carb reduced tortillas...my new go to snack.</p>
46474832,7485747,Mike K,5,1,0,1700939115650,https://www.allrecipes.com/cook/10053788,<p>Was a big hit at my party!</p>
46022375,7485747,WittyLadle3184,5,2,0,1696989589184,https://www.allrecipes.com/cook/9a9b1fa7cae24a40,<p>So good and easy! I accidentally mixed the sauce with the meat. I added shredded Jack cheese to the tortilla then placed the meat on top. It was like a juicy lucy burger. I did have to make more sauce for the toppings. I used a Tbsp of Sambal chili to the sauce.</p>
45975749,7485747,mrsbee03,5,1,0,1696545770086,https://www.allrecipes.com/cook/13267293,"<p>Absolutely delicious! A little on the greasy side, but that’s what makes it good! The sauce in the recipe is worth making as well. Makes just enough for the four burgers and is tasty. Have made these several times already. Really satisfies that smashburger craving!</p>"
45922314,7485747,Loves2cook,5,3,0,1696036321670,https://www.allrecipes.com/cook/14256156,<p>This was outstanding. NICOLE said when you fry the tortilla in the hamburger grease it is a total game changer. Without a doubt it was. 2 ounces of hamburger meat fit perfectly on the 6 inch tortilla. I sprinkled a little of the Nicole’s DYI Taco seasoning as well as put some diced onion on top of the meat before placing the tortilla on top. Then I spread the meat out towards the edges. Then we flipped and added the cheese. After the cheese melted we put shredded lettuce and sliced avocado on half and then added sour cream to the cheese side then folded. Thank you again NICOLE it was a definite new way to make a taco burger we will keep this one around even well past the summer thanks.</p>
45743848,7485747,WBS,5,2,0,1694455360971,https://www.allrecipes.com/cook/29167969,<p>Tortillas turned out perfectly and the sauce was excellent.  Using 90/10 ground beef is key to reducing the amount of juices that might make yours soggy.</p>
45636576,7485747,CalmPeel8241,5,2,0,1693503685869,https://www.allrecipes.com/cook/44bfea11e37e427b,"<p>Yum, yum, yum!  Very easy, very quick, very tasty!  Great cheap midweek meal with so many variations possible both for the meat used for the patty, the sauce ingredients, the rest of the filling.  You can make it spicy, Chinese flavours, American style, with cheese, with avocado or guacamole etc etc.  endless possibilities.  My husband told me I could do that any time!  High praise indeed.</p>"
45451225,7485747,LushKiwi6455,5,1,0,1691935931362,https://www.allrecipes.com/cook/bd38bd15019c5fe3,<p>Simple yet delicious variation smashburger. The whole family loves them.</p>
45379840,7485747,Kimary,5,2,0,1691273139432,https://www.allrecipes.com/cook/23982901,<p>These were so good!  The only thing I did different was adding onions to the meat!</p>
45279872,7485747,Allen  Karen LeRoy,5,1,0,1690317019857,https://www.allrecipes.com/cook/1666685,<p>Loved this recipe. Did make a few minor changes though. For the burger size only used about 1/3 cup of meat which allowed me  to truly smash them thin and not have as much blood/juice as some people mentioned.</p><p>I also did like moseleymic and grilled some onions on the side while the burgers where going.</p><p>They turned out exactly like the picture and were delicious.</p>
45247402,7485747,Anna Garramone,1,0,0,1690021779178,https://www.allrecipes.com/cook/23646831,<p>You guys that didn’t get a good outcome it is you done it all wrong 🙄</p>
45148519,7485747,Douglas Vick,4,2,0,1689029811936,https://www.allrecipes.com/cook/21460008,<p>Easy to make.  Sauce was delicious</p>
45110630,7485747,Kim,5,0,0,1688732318474,https://www.allrecipes.com/cook/13678107,<p>AMAZING!!!</p>
45052008,7485747,SweetMilk3858,1,0,0,1688072785120,https://www.allrecipes.com/cook/9e3c888322fab3b4,<p>I was excited to make these.  I found that the shell ended up soggy with the hamburger blood and fat.  Wasn’t appealing at all.</p>
45042955,7485747,u2fan1977,1,0,0,1687981917702,https://www.allrecipes.com/cook/29472683,"<p>The directions were strange.  It burned the burgers AND the tortilla.  I out the tortilla on the mound of meat, and smashed it down, and then when I flipped it, the blood just ran into the tortilla and made it a soggy, bloody mess.</p>"
44958397,7485747,Kar,5,1,0,1687181624118,https://www.allrecipes.com/cook/b9cb87d61f385043,"<p>My son made these for Father's Day dinner.  We loved the crispy tortilla with the burger combo. Also, the sauce was delicious and I may make 1.5 times the recipe next time.  Definitely fold it while it is on the griddle.  The heat helps keep the tortilla pliable.  My son tried to fold his after taking it off and it pretty quickly became hardened.</p>"
44946135,7485747,stagecoachslp,5,1,0,1687043332833,https://www.allrecipes.com/cook/31683300,<p>Absolutely delicious! My three teenagers agreed!</p>
44850173,7485747,Lela,5,1,0,1686502865758,https://www.allrecipes.com/cook/lela,"<p>I liked the Smash Burger Taco. The tortilla was crispy and the burger was definitely tasty. The sauce slathered on the inside of the tortilla was so delicious. I also added some cut up tomatoes. I used a cast iron griddle to cook the burgers. Make sure to cook the burger at medium high heat. Watch the tortilla or you could easily burn the tortilla.  I used a spatula to lift up the burger all the way around so the burger wouldn’t stick when I flipped the burger. It was tricky to flip, but I managed by using a spatula and tongs. Next time, I will divide the pound of hamburger into 6 portions and add 2 slices of cheese. Making 6 burgers would fit 6 inch flour tortillas better and it would give more room for the garnishes. I also would love to use a taco holder to make it easier to fold the taco.</p>"
44828697,7485747,Chris,5,1,0,1686447119770,https://www.allrecipes.com/cook/26452632,"<p>I made the sauce by sight. Came out great! Only thing i’d say is make the burgers smaller for your tortillas. No other reason other than it’s be less messier and more room for toppings. Otherwise, Awesome steps and recipe!</p>"
44716017,7485747,HappySnap8228,5,1,0,1685670599415,https://www.allrecipes.com/cook/048854bec9be9ebf,<p>Wow!  A new family favorite!   We used ground chicken rather than ground beef and it substitutes beautifully.  VERY hearty for a hungry bunch!  Highly recommend!</p>
44707717,7485747,Curtis Partridge,5,2,0,1685575494332,https://www.allrecipes.com/cook/23587064,"<p>I made this for myself while my wife was out-of-town and loved it. When she returned, I told her about it and made it for the two of us. She went overboard with the simplicity and deliciousness of the the smashed burger taco.</p><p>I used fajita size flour tortillas, grilled onions and cheddar cheese. Topped with lettuce and thousand island dressing with a dash of hot sauce, (too lazy to dirty up another dish), served with steak fries.</p><p>This recipe is fast, easy, and delicious for any weeknight or weekend meal. Definitely, a keeper!</p>"
44657862,7485747,Gina,5,2,0,1685047118966,https://www.allrecipes.com/cook/30309614,"<p>Very good!  These were amazingly good.  My husband loved them and so easy to make.  Still experimenting though.  The first ones I made had grease dripping from the bottom as we ate them.  I will try a better-quality burger next time.  The next ones will be the suggestions of others with taco seasonings, sauce, and condiments.  I may also try getting loose sausage and topping it with egg.  I love that I am not getting all the carbs of a bun. Excellent idea with so many possibilities.</p>"
44633597,7485747,IcyCake7366,4,1,0,1684800733353,https://www.allrecipes.com/cook/e429f8e08bddd93b,<p>We really liked this! And it was so quick and easy! Will definitely make again!</p>
44569007,7485747,CW,5,3,0,1684106239859,https://www.allrecipes.com/cook/6466344,<p>Delicious. Use 90/10 ground beef for best results.</p>
44525216,7485747,Soup Loving Nicole,4,1,0,1683603826579,https://www.allrecipes.com/cook/souplovingnicole,<p>The only thing that makes this a taco is the tortilla. Good but next time I'd add some taco seasoning to the meat. Also make sure to oil the griddle real good because this does stick. Overall good and fun but I'll tweak it next time.</p>
44504633,7485747,moseleymlc,5,10,0,1683415944405,https://www.allrecipes.com/cook/15665275,"<p>Yum and fun!  I used sliced sweet onion placed on the grill at the same time as the ground beef, then topped the melted cheese with onion before adding lettuce and sauce.</p>"
44450809,7485747,Leanne,5,1,0,1682808842074,https://www.allrecipes.com/cook/3182484,<p>So delish and so easy!</p>
57508933,6593109,Wendy,4,0,0,1750981959757,https://www.allrecipes.com/cook/454a14f354b19a04,<p>what kind of pot do you cook this in.</p>
50125158,6593109,sfrost15,5,0,0,1727884856233,https://www.allrecipes.com/cook/1809792,"<p>So good! I had been looking for a recipe like this for awhile. Thank you!!&amp;[Worth the effort,Family favorite]</p>"
22282456,6593109,Jennifer Hahn,5,0,0,1631718152243,https://www.allrecipes.com/cook/12632829,<p>These were great! Just like wet tacos from Acapulco! Very tasty and such a big hit with the fam! Made as is and served with avocado green salsa. Thank you for sharing!</p>
20919676,6593109,jaime matias,5,0,0,1630428245267,https://www.allrecipes.com/cook/30485899,<p>Excellent recipe.  does take some time but well worth it!  thank you for posting.</p>
58528552,11700898,cmcondon77,2,0,0,1758517806464,https://www.allrecipes.com/cook/6464275,<p>Everything stuck to the foil! Good luck flipping and yes I used olive oil as directed. No foil woulda been better</p>
58523614,11700898,Keith,1,0,0,1758488396008,,"<p>Followed to the tee. Corn tortillas split when folded despite softening. Cooking time in pan was too long, started to over cook. Then tortillas stuck to the parchment paper desire a lot of olive oil. Tasted good enough but could not pick up and eat like a taco should be eaten. We had to knife and fork it. I will not make again.&amp;[Did not work]</p>"
58313583,11700898,Trillian,5,1,0,1756841662046,https://www.allrecipes.com/cook/e49bc5dacb11a31c,"<p>Who knew?!? Such a great idea! This really takes a lot of the messiness out of taco night. Like others, I warm the refried beans in the microwave, then stir in the cheese with a little chopped cilantro. I bake these on a wire rack, which allows the tortilla to get crisp but not overdone.  These are great with guacamole and Pico de Gallo. Thanks for a wonderful idea!</p>"
58052034,11700898,Dan,1,0,0,1754871614878,https://www.allrecipes.com/cook/a7e3a519d4519a86,<p>Tacos were very soggy with no crisp texture<br />Very disappointing</p>
58051292,11700898,keylorville,1,0,0,1754868827147,https://www.allrecipes.com/cook/7517046,"<p>Followed the directions exactly as shown. As it cooked meat came out of the tortilla, and the tortilla was too crispy to eat by hand.&amp;[Did not work]</p>"
57965373,11700898,SG,1,1,0,1754199937924,https://www.allrecipes.com/cook/a2c669c9cdc86039,"<p>Best thing tonight was the bagged salad, it was delicious!<br />The tacos had zero flavor. All of the tortillas split despite best efforts. Way TOO MUCH EFFORT for very little payoff. Will never make again.</p>"
57950740,11700898,Suzanne,2,1,0,1754094879139,https://www.allrecipes.com/cook/15225980,<p>Be ready for a smoky kitchen! I followed the directions using the amount of oil mentioned and it created so much smoke. The flavor was just okay. I will not make this again.</p>
57947513,11700898,Jana Loeschen,5,1,0,1754074978206,https://www.allrecipes.com/cook/26357453,"<p>I doubled the recipe. Didnt have the green chilis but used Rotel diced tomatoes and green chilies - let that liquid &amp; onion juices cook down,  then added 1/4 tsp red pepper flakes. Very easy.  LOVE the crunch of the corn tortillas.  Will make again.&amp;[A keeper!]</p>"
57942282,11700898,Steph,1,1,0,1754014820958,https://www.allrecipes.com/cook/348b4fb8826b3433,"<p>Although tasty, I added taco seasoning and found it to be much more time consuming spreading meat into each shell. I’d also recommend not putting cheese on first. It all melts onto the pan, leaving a greasy, soggy mess. I had to switch pans when I flipped them</p>"
57940396,11700898,Bob,5,3,0,1754000162939,https://www.allrecipes.com/cook/b54f46e088b1d167,<p>Taste was phenomenal.<br />I had major problem with the tortillas tearing at the fold and sticking to the foil.<br />I'm working to solve those issues.</p>
57897095,11700898,June,1,2,0,1753662173451,https://www.allrecipes.com/cook/14935485,"<p>The tortillas cracked even after I softened them beforehand. The hamburger mix is too dry. No tomatoes in the mix. When baking, after 15 minutes, the underside of the tortillas was soggy and fell apart when I turned them. Sorry. This recipe just didn’t work for me.&amp;[Did not work]</p>"
57825092,11700898,JoyfulSpud6324,3,3,0,1753138084507,https://www.allrecipes.com/cook/29287bd629aeb19c,<p>It was okay... definitely will cook it on a lower setting next time .Maybe 375° or 400° shell got too done too fast</p>
57706431,11700898,Lisa Reed,5,1,0,1752298408749,https://www.allrecipes.com/cook/26588887,"<p>We loved this recipe! I lightly browned the ground beef along with the chiles, onions and spices prior to assembling the tacos. Mixed in the cheese and followed the rest of the recipe but reduced baking time to 25 minutes. This recipe yielded 18 tacos using lean ground beef and Mission brand super soft, white corn tortillas. This is going into our rotation!&amp;[A keeper!]</p>"
57534613,11700898,chaleyrn,5,1,0,1751142620088,https://www.allrecipes.com/cook/8558363,"<p>Made these tonight and we loved it. I did brown the beef with sautéed onion. Cooked on top of stove and they were crispy and delicious. Will use some ground chicken next time. Thank you&amp;[A keeper!,Great flavors,Easy to follow,Worth the effort]</p>"
57390599,11700898,Carml79,2,3,0,1750292435920,https://www.allrecipes.com/cook/3939187,"<p>Tortillas fall apart!! Not sure why this didn't happen in her tutorial video but the corn tortillas were a giant mess, we still assembled and it did taste good but didn't crisp up enough and couldn't hold in hand since the tortillas were falling apart in step 1</p>"
57381212,11700898,Christiana Allen,5,2,0,1750217877523,https://www.allrecipes.com/cook/13952337,<p>So simple and time efficient. I used half hamburger and half ground turkey (what I had on hand). Didn't use beans because I had black beans and corn in my rice side dish. Fed 4 adults and three kiddos with some leftovers of each. 👍 oh and I used parchment paper and had no problem with sticking like some had said they had with foil.</p>
57369583,11700898,teebird,1,1,0,1750124041450,https://www.allrecipes.com/cook/14323840,<p>Horrible recipe..what a waste of time and food.&amp;[Did not work]</p>
57297257,11700898,JazzyClove9650,2,1,0,1749697872780,https://www.allrecipes.com/cook/5a5e09a8dad86535,<p>I browned my ground beef in a skillet so I could drain off the fat.. The tortillas cracked when I tried folding them in half. Couldn't flip them over halfway through the baking time as they were stuck to the foil. The beef mixture tasted OK but the tortillas were dried out.</p>
57225754,11700898,TeaLover767,5,1,0,1749211836047,https://www.allrecipes.com/cook/11502120,"<p>These were easy to make and tasty! I found it helpful to mash the ground beef onto the tortillas with a fork. My corn tortillas often get a bit crumbly or flaky, which did occur a little bit, but without much trouble. It was a neater taco - no filling falling out the sides of the shell while eating it.</p>"
57205876,11700898,FlimsyLemon9859,5,0,0,1749061522311,https://www.allrecipes.com/cook/1c5d10d4bb17caf3,<p>The first time I made this I used ground beef. It was a bit much for me so I made it again using ground turkey. I make this once a week and my family loves it.&amp;[A keeper!]</p>
57198821,11700898,bethnot40,1,2,0,1748997246252,https://www.allrecipes.com/cook/26089285,<p>The photo is beautiful! Definitely not what mine looked like coming out of the oven. Followed directions to a T. They stuck severely to the foil (which was oiled). The corn tortillas were fresh but split apart while baking. They tasted great though.</p>
57175130,11700898,robgraphics,5,2,0,1748829991526,https://www.allrecipes.com/cook/robgraphics,"<p>I made this as directed but used smoked beef ribs that I shredded (leftovers from the day before) and flour tortillas (what I had on hand). I did include refried beans. Super crispy!! Served with homemade guacamole, sour cream, and diced tomatoes.</p><p>If I had used ground beef, I would have cooked and drained it first. Recipe should be corrected for this.&amp;[A keeper!,Great flavors,Easy to follow]</p>"
57173589,11700898,ZippyRoll2581,5,3,0,1748823195183,https://www.allrecipes.com/cook/ff4dafb8c96744a8,<p>The first time they welded themselves to the foil but what we could scrape off tasted great. The second time on parchment paper was terrific. I'll be making this again and I'm a guy!&amp;[A keeper!]</p>
57133406,11700898,JazzyChip9100,5,4,0,1748566558541,https://www.allrecipes.com/cook/6408c4faeaf8aef1,"<p>We ate these tonight and I doubled the recipe so we could have more. I made three slight changes: I used a taco seasoning packet instead of fussing with measuring spices,  I mixed the cheese in with the meat, and I used the convection setting on my oven instead of straight baking. No fuss, no mess, everything stayed together well and was delicious and crunchy. I'll definitely be making these again&amp;[A keeper!,Easy to follow]</p>"
57121631,11700898,Mammarobe,5,3,0,1748523763088,https://www.allrecipes.com/cook/2290199,"<p>We think this recipe is a keeper for sure. I followed the recipe exactly except for only half a can of green chilies, I mashed the refried beans making easier to spread and was easy on the cheese. They are so tasty my husband said not to lose this recipe! Ours came out nice and crispy. Maybe pinch the tacos sealed as that is what I did.&amp;[A keeper!,Great flavors,Easy to follow,Worth the effort,Family favorite,Crowd-pleaser]</p>"
57118097,11700898,JazzyWok8209,3,5,0,1748483587941,https://www.allrecipes.com/cook/f5f4c649363ca10c,<p>So the meat flavor was good. But I used 97/3 hamburger thinking I don't wanna eat all the fat ...well.... I think that the far is what makes it not dry. The top of my tortillas got very crunchy but super super dry. Everything was dry sadly. So use higher fat meat!!<br />Because they didn't have the liquid they got burned on the bottom as well. I think the cheese burned out too. 🫤</p><p>I think I'll attempt them again with the higher fat meat and see how they go. I'll keep ya posted</p>
57094891,11700898,WendyH,5,5,0,1748352660375,https://www.allrecipes.com/cook/6596194,"<p>Many adjustments made, but excellent! Here is what I did:  Pre-browned lean ground beef, then cooked two cloves garlic, half cup diced red onion, 3 T chopped poblano pepper for a minute in olive oil.  Mixed back in the ground beef and added taco seasoning made from Allrecipes top taco seasoning recipe (so did not follow spices on the original recipe here).  Did not add the canned green peppers.  Tested on both small corn and flour tortillas (Xtreme wellness) that had been microwaved with wet paper towl for 30 seconds.  Put beef mixture on taco with Sargento shredded taco cheese.  Added refried beans to some of them on one side. Cooked in 425 oven for 8 minutes, flipped, 5 minutes more. Did not use oil, used cooking spray on bottom of tray (wax paper) only.  Was exceptional! Will tweak next time - only use flour tortillas (the corn ones were overcooked or cracked), and may try light amount of olive oil instead of cooking spray. Dipped in sour cream and non fat greek yogurt with cilantro and sliced green peppers.&amp;[Great flavors,A keeper!]</p>"
57058933,11700898,dragonmom,5,4,0,1748124451557,https://www.allrecipes.com/cook/4756396,"<p>Don't skip the foil or parchment like I did!  The  melted cheese makes them stick to the pan and then they are hard to flip!(  ;P )&amp;[A keeper!,Easy to follow,Family favorite]</p>"
57053624,11700898,Kelley Vincent,1,2,0,1748100350811,https://www.allrecipes.com/cook/10012926,"<p>The warmed corn tortillas split in have at the fold before I could get them all made. Put them in a preheated 425° oven for 30 min, turned them over halfway through.  They were not ""crispy"", they were tough, like trying to bite through old leather. Good flavor but I won't use corn tortillas again. I would recommend flour tortillas, fried crisp in a skillet (cast iron works best) and then put on a cookie sheet in a 250° oven until you are finished making the rest.</p>"
57038998,11700898,IndigoStir7059,2,6,0,1747974587368,https://www.allrecipes.com/cook/1353a5d953342eba,"<p>While this recipe tastes really delicious, it has to be majorly tweeked. I followed directions but when it was time to flip them I couldn't because they were a soggy mess. I think next time I will cook the taco mix and then just sprinkle with cheese and have the beans as a side. I ended up scrapping up the ingredients and making a makeshift casserole.&amp;[Needs improvement]</p>"
57004966,11700898,Martha Daniel,5,0,0,1747744515598,https://www.allrecipes.com/cook/25099588,"<p>Absolutely delicious! Made a side dipping sauce, yogurt and cilantro lemon spice from Dollar Tree along with chopped up pepperocini and a bit of the juice.&amp;[A keeper!,Great flavors,Easy to follow]</p>"
56998849,11700898,TastySole7751,4,24,0,1747690629683,https://www.allrecipes.com/cook/00f2ee693c94d25e,"<p>I made the recipe as directed and like others, it was soggy, messy, didn’t crisp and lacked flavor.<br />Made some adjustments:<br />1. Cooked the beef mixture and added taco seasoning.<br />2. Warmed up the tortillas well in the microwave (about 1 minute for me).<br />3. Sprayed cooking spray rather than oil on parchment paper and sprayed the tortillas with cooking spray also.<br />4. In my oven at 425, it took about 18 minutes. 10 minutes, flip and then 8 more minutes.<br />The second batch came out very crispy, full of flavor and looked more like the picture.&amp;[OK with tweaks]</p>"
56994817,11700898,SappyGhee6353,5,6,0,1747672156970,https://www.allrecipes.com/cook/d42fa67516ae7114,"<p>This is a really great recipe but rather than use individual seasonings I mixed a pack of taco seasoning in with the beef. The first time I made them I put a little too much meat in each and it caused them to puff up too much, but they still were delicious and a hit with the fam!</p>"
56519161,11700898,Wendy,5,3,0,1744803006326,https://www.allrecipes.com/cook/17880659,"<p>Excellent recipe! Like others suggested, I added the cheese to the raw mixture. Everything else was done as written. This is now a favorite for us. Thank you for this recipe!&amp;[A keeper!,Family favorite,Easy to follow]</p>"
56483177,11700898,Meem,5,9,0,1744592700789,https://www.allrecipes.com/cook/22779408,"<p>Great recipe as written. To the reviewers who questioned using the beef mixture raw, it is baking at a high heat and honestly, you put meatloaf in the oven raw, right? Definitely a new family favorite!&amp;[A keeper!]</p>"
56458532,11700898,Lea Ann Watson,1,4,0,1744481802709,https://www.allrecipes.com/cook/25261773,"<p>I had high hopes for this method which didn’t work for me.  I followed the ingredients and instructions but I divided the burger ingredients together into ten, equal portions (as the recipe called for ten tortillas).  The finished product was bland and like a hamburger with refried beans in a tortilla.  We used salsa and guacamole and sour cream but this still was a very unsatisfying meal.  Sorry.  I believe looser more highly seasoned meat might work.</p>"
56423597,11700898,sheila,5,2,0,1744308735232,https://www.allrecipes.com/cook/8023192,"<p>I’m not sure why it doesn’t mention browning the ground beef.  We browned the beef with the onion, green chilis, and spices.  These were delicious!!!!&amp;[A keeper!,Great flavors,Easy to follow,Crowd-pleaser,Family favorite,Worth the effort]</p>"
56410940,11700898,BrightMelon2863,4,1,0,1744246276148,https://www.allrecipes.com/cook/0d5ed90cca13491b,"<p>I made the recipe from eyeballing the video as it was a reel on FB. Well, I measured with my eyes and watching this again, oh boy, I added a LOT more then what this recipe calls for. Chiles, I can only get a 7 oz can, I use it all, red onion, half, about medium size and I chopped fresh garlic.</p><p>First time I made them, I didn;t use the microwave to steam the tortillas. And they broke in half. (So the other review who mentions this happened, well, they didn't steam the tortillas) First time I used ground chicken. I precooked the meat with the chilis and red onion and dry seasonings. And it was perfect.</p><p>This time I used ground turkey and I steamed the shells prior, but did not pre cook the meat. And I omitted refried beans. I am not sure which made these not as good as last time, either it's because I used turkey or didn't precook. I will be trying to precook tomorrow since I have leftovers.</p><p>HOWEVER, not precooking this time, one side of the shell became soft on the inside and crispy on the outside. So I will defo do a flip half way between cooking. But I feel once I am done with experimenting, I won't be making this again. It just didn't wow me.</p>"
56409289,11700898,NiftyGlass3780,4,4,0,1744240921526,https://www.allrecipes.com/cook/97eed09a9cc8b715,"<p>Very lightly browned burger and chilis. Substituted taco seasoning. Added raw green onions and cheese.  Mixed all together. Warmed refried beans to spread easier and substituted street taco size flour tortillas. Stacked one on top of the other vs folding over. Cooked in 25 minutes on foil on convection.&amp;[OK with tweaks,Might try again]</p>"
56402359,11700898,megadrone,5,0,0,1744214543570,https://www.allrecipes.com/cook/16565147,"<p>lowered the heat because it was starting to be get a bit burnt.<br />But super easy to make,  delicious!</p>"
56396374,11700898,Cheryl,4,3,0,1744165155131,https://www.allrecipes.com/cook/10630399,"<p>Didn’t crisp, will use air fryer next time. Tasted good , I put my usual seasonings in. Thanks!</p>"
56394183,11700898,CarynNewhall,4,10,0,1744155182004,https://www.allrecipes.com/cook/14482391,"<p>Just made these for Taco Tuesday, very easy and loved by the family. I took the tweak from another review and stirred the cheese in with the meat. I should have warmed the beans to make them easier to spread out. I used low-carb flour tortillas, and they came out great. Otherwise, followed as directed.&amp;[Might try again]</p>"
56385654,11700898,WorthyHam5545,4,0,0,1744123859929,https://www.allrecipes.com/cook/6e5fe893ccdb55db,<p>Great</p>
56385616,11700898,PurpleTart4605,5,1,0,1744123746480,https://www.allrecipes.com/cook/55ad69ed5c031d42,<p>These were great and very easy. My kids loved them.&amp;[Family favorite]</p>
56233566,11700898,ProudPizza9176,4,57,0,1743343900155,https://www.allrecipes.com/cook/5d433e71ee250c2d,"<p>These turned out great, with a few tweaks.  I added the cheese to the beef mixture.  During cooking noticed after first turn bottom was not crisping so put them on a wire rack, convection.  This got them crispy on both sides and no more turning.  Did not fall apart!</p>"
56212833,11700898,Sande S,2,5,0,1743210045184,https://www.allrecipes.com/cook/22739633,"<p>Mine fell apart during baking.  2 stars cause they still tasted good, just could not dip them.</p>"
58457438,7853525,Carmen,3,0,0,1757984828248,https://www.allrecipes.com/cook/05cf3cbf86eabece,"<p>I loved the concept, but this was a miss for me. Maybe it was the Veveeta? I like the rotel dip that is similar to this, but eating it on chips is less heavy.</p>"
57761555,7853525,trevor,5,0,0,1752699392337,https://www.allrecipes.com/cook/4c158661bf869b09,"<p>I  doubled the recipe and used low fat Great Value Melt 'n Dip cheese and two extra 4 oz. cans of diced green chilies.&amp;[A keeper!,Easy to follow]</p>"
57256158,7853525,LACHELLE Mays,5,2,0,1749422686686,https://www.allrecipes.com/cook/28867420,"<p>Quick and easy ! I just suggest the large taco shells. With the small ones when you bite the filing comes out the end. But very delicious<br />-lachelle Jones&amp;[A keeper!,Crowd-pleaser,Family favorite]</p>"
49878020,7853525,DREGINEK,4,2,0,1725844815350,https://www.allrecipes.com/cook/22503515,"<p>Rotel dip in a taco shell? Well, it works! Made no changes and while I think this was more of a novelty, it was a quick, easy and fun meal! Thank you Nicole!</p>"
47800981,7853525,MirthZiti1536,5,2,0,1711053477147,https://www.allrecipes.com/cook/c4f8a32ab9ec12e8,"<p>It's so good a cheesy take on a taco&amp;[Great flavors,Easy to follow,Crowd-pleaser,Family favorite]</p>"
46855324,7853525,AmberCup3777,5,3,0,1704063916262,https://www.allrecipes.com/cook/1ba24ae0b4201757,<p>Easy!</p>
45840559,7853525,Terry,5,5,0,1695318813487,https://www.allrecipes.com/cook/29480495,"<p>Yum yum I love these tacos the only thing I would add is a quarter teaspoon of cayenne pepper to the meat mixture, cuz I like a little heat with my tacos. 😋🥰</p>"
45746316,7853525,Sarah Cacciaglia,5,7,0,1694471039331,https://www.allrecipes.com/cook/21516649,<p>I liked this recipe so much I gave it five stars my parents liked this taco recipe too it was better than Taco Bell’s tacos I would make it again.</p>
58541985,6585860,Sheila,5,0,0,1758632295722,https://www.allrecipes.com/cook/5c21bc2c5ff64d61,"<p>Per reviews only cooked for 6 hours  (chicken was perfect, fell apart easily) and doubled the sauce. This made a ton of sauce which was great to have over rice or noodles.  By doubling the sauce, used a whole 13.5 oz can of coconut milk and a 16 oz  jar of chunky hot salsa - no half open container hanging around in the refrigerator for months.</p>"
